release,artist_name,artist_familiarity,artist_hotttnesss,year,term
Restless,Xzibit,0.74755658112,0.550212243572,2000,rap
Live In Paris,Yami Bolo,0.495502207103,0.322482577876,2000,reggae
Black Magic; All Mysteries Revealed,Year Long Disaster,0.780412709831,0.369803828046,2010,rock
Your Blood_ My Vendetta,Year of Desolation,0.550458404715,0.287602557018,2005,metal
Ocean Avenue,Yellowcard,0.872933783073,0.627467258563,2003,rock
Cardio-Vascular,Youves,0.520530444055,0.274816275588,2008,punk
Hustlenomics,Yung Joc,0.851218063853,0.510490080994,2007,reggae
Ain't It Beautiful,ZO2,0.595660904741,0.345241136759,2007,vocal
Líricas,Zeca Baleiro,0.610713219469,0.425126208212,2000,rock
Lemon Soul,Zen Lemonade,0.450340394667,0.370027458788,2001,electronic
Zzyzx,Zeromancer,0.644519691787,0.405618981981,2003,rock
Endzeit Bunkertracks - Act IV: The Alfa Matrix Selection,Zombie Girl,0.639165318057,0.443395584874,2009,techno
Tales From The Undead,ZombieSuckers,0.509793846408,0.400237197677,2010,rock
Taste the Blood Of...,Zombina & The Skeletones,0.603602148412,0.409484252656,2002,rock
Juno,Zuma,0.528197685682,0.334555145561,2001,rock
BC 13-EP,brokeNCYDE,0.867951192798,0.434137140311,2008,techno
We Are Night Sky,deadboy & the Elephantmen,0.718075265867,0.412144271671,2005,rock
Blood Line,iTAL tEK,0.596614691325,0.44243608004,2007,techno
the no music.,themselves,0.628274448933,0.428834536217,2002,vocal
Healing,unloco,0.588278825525,0.403602007956,2001,rock
Musik für taube Ohren,ÄI-TIEM,0.0653273281395,0.0,2003,rap
